"","Text","Score","Positive","Negative"
"4165","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4166","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4167","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4168","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4169","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4170","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4171","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4172","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4173","EXACTLY MyPresident PresidentTrump is doing an AMAZING job cleaning up OBARRYS mess fighting SWAMPMAGA",-1,1,2
"4174","EXACTLY MyPresident PresidentTrump is doing an AMAZING job cleaning up OBARRYS mess fighting SWAMPMAGA sqQKAvAj",-1,1,2
"4175","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4176","Via Bill MaherMahers review of Days of PresidentTrump Adays of Trump Its like Lent if we all XnkIYWHCc",2,2,0
"4177","PresidentTrumpSTOP Obamas ILLEGAL Ryan McConnell Congress EXEMPTIONTo Rapidly RepealReplace Obamacare",-1,0,1
"4178","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4179","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4180","PresidentTrump is working with fury to MAGA to support the citizens of this nation May God bless",1,2,1
"4181","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4182","Sunderland v Bournemouth Southton v Hull and morelive rULCSKAl",0,0,0
"4183","North Korea missile test regime has disrespected China says Trump VWTuirRLU",1,1,0
"4184","Fifteen standout moments from Trumps firstdaysin pictures dReklUlOrf",1,1,0
"4185","Thank you PresidentTrump for keeping your promises to us We love ourDaysOfTrump
AmericaFirst
Tru",3,3,0
"4186","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4187","Why is PresidentTrump making so much work for himself He could relax by forgetting about the wall demolition of the EPA M",1,1,0
"4188","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4189","Breaking NewsSchumer WatersPelosi are opposing PresidentTrump s next movewhatever it may beMAGA demexit",-1,0,1
"4190","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4191","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4192","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4193","PresidentTrump is working with fury to MAGA to support the citizens of this nation May God bless",1,2,1
"4194","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4195","PresidentTrump favorite EXCUSESIt was OBAMA S FAULTIts FAKE NEWS oUeIkssy never accepting responsibility",0,1,1
"4196","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4197","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4198","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4199","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS",1,1,0
"4200","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar",1,1,0
"4201","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4202","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4203","PresidentTrumpit was a great victory to confirm JudgeGorsuch FirstDays Senate had to GONUCLEARthough gJgfDaja",2,2,0
"4204","PresidentTrump thank you for saving our country I am proud to have voted for you proud and I feel safer than I have in a long time",3,3,0
"4205","If they hate our Flag Then they should pack upget out MAGA PresidentTrump donaldtrump TRUMP",0,1,1
"4206","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4207","PresidentTrump is working with fury to MAGA to support the citizens of this nation May G CoSMbTbGE",0,1,1
"4208","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4209","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4210","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4211","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA",0,0,0
"4212","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4213","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4214","FirstDays and what do my Twitter friends think about it FirstDays trumpdays PresidentTrump",0,0,0
"4215","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4216","Why is PresidentTrump DOOMED He has no integrityWhy doesMike Flynn want toFlip Trumplies consistently MKgAfEA",-1,1,2
"4217","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4218","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4219","HitlerPutinone thoughtone thinks are above there countries laws PresidentTrump thinks above American lawsJgzv",0,0,0
"4220","Any Veteransin range of Pennsylvania PresidentTrump needs support at the TrumpRally to help w Antifa thugs",1,1,0
"4221","liberalism is a mental disorder PresidentTrump to pick another Supreme Court justice soon",0,1,1
"4222","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4223","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4224","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4225","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4226","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4227","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4228","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4229","Love it when AntiAmerican Liberals burst a vein because I support PresidentTrump I guess theyre still upset th PDCedTm",1,2,1
"4230","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4231","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4232","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4233","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4234","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4235","This is definitely NOT the Kenyan frauds America anymore PresidentTrumpAmericaStrong",-1,0,1
"4236","Gene I just saw you on FoxandFriends Showing the for PresidentTrump If you get to speak to h",0,0,0
"4237","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4238","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4239","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4240","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4241","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4242","PresidentTrump skipped the elites dinner to be With the American PeopleDaysAmericaFirstMAGA i",0,0,0
"4243","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4244","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4245","Looks like many ppl like this tweet Thanks If folks wantfollow me or share my tweets love it PresidentTrump oJnDLBhT",4,4,0
"4246","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4247","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4248","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4249","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4250","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t",-1,0,1
"4251","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4252","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4253","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4254","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4255","CNN FOXDAYS This is WHYPresidentTrumpwon He loves ALL Americans We must unite as ONE PqpDMQsnl",1,1,0
"4256","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4257","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t",-1,0,1
"4258","Sunderland v Bournemouth Southton v Hull and morelive SgVfCVfH",0,0,0
"4259","RangersCeltic Scottish Premiershipas it happened oTynyOPzn",0,0,0
"4260","First openly gay United Methodist bishop stays subject to church review ZJJVxopYN",1,1,0
"4261","Happy days Mr President Keep making us proud
PresidentTrump
TrumpPence JQnEUz",1,1,0
"4262","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4263","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"4264","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4265","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4266","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconventionSQfUKXX",0,0,0
"4267","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4268","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4269","PresidentTrump is clearly having an influence on Israels hotheads DvisksipHj",1,1,0
"4270","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4271","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4272","Here is the face of the Democratsbeen dead for a while magaAmericas Greatest Mistake loyalty day VFQavZxAeC",0,2,2
"4273","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a HappyLoyaltyD",2,2,0
"4274","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4275","I like that Hope it becomes an annual tradition that lasts well beyond PresidentTrump Wishing Americans a wlqvUisDYk",2,2,0
"4276","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should",-1,0,1
"4277","President Trump almost ready to take to the stageallaboutthehair browsonfleek presidenttrump PqfJxlYe",2,2,0
"4278","PresidentTrump is not going after WIKILEAKSis pursuing the leakers as he should",-1,0,1
"4279","President Donald Trump The FirstDayswion Gravitas pls RTUFsFTCILnT PresidentTrump Tr",1,1,0
"4280","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4281","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4282","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4283","USA is now under new management PresidentTrumpteam MAGA erwodGcmSG",0,0,0
"4284","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4285","Get a life its only beendaysYou will be eating your words by the time hes done MAGA ZySVadWC",0,0,0
"4286","Gene your energy and passion and Positivity towards our PresidentTrump MAGA",1,1,0
"4287","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump bqXVjtORl",1,1,0
"4288","Gene I just saw you on FoxandFriends Showing the for PresidentTrump If you get to speak t HFtweMIQE",0,0,0
"4289","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4290","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4291","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4292","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4293","Thank you GodBlessPresidentTrump",1,1,0
"4294","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4295","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4296","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4297","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4298","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4299","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4300","PresidentTrump screwed me Just bought a house since Jan the economy has gone up so all the houses cost more Thanks",0,1,1
"4301","MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets DRdfvcP PJNET",1,1,0
"4302","Thank you Delray for the pro Trump gathering trumpmobileusa trump maga america potus donaldtrump presidenttrump republicans florida",3,3,0
"4303","Thank you PresidentTrump for keeping your promises to us We love ourDaysOfTrump
AmericaFirst
Tru",3,3,0
"4304","Woo hoo Can U say PresidentTrumpIT IS CHRISTmas Morning N AmericaTrumpTrainVictory reac",1,1,0
"4305","Thank you PresidentTrump for keeping your promises to us We love ourDaysOfTrump
AmericaFirst ZSqSjPoCv",3,3,0
"4306","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4307","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4308","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4309","People All these Dems are up for re election Pick your targets to take them outgive PresidentTrump a Supermajor",0,0,0
"4310","People All these Dems are up for re election Pick your targets to take them outgive PresidentTrump a Supermajor",0,0,0
"4311","This is more work than in my previous life I thought it would be easierPresidentTrump Days BeCarefulWhatYouAskFor",1,1,0
"4312","I Love PresidentTrump TeamTrumpLife",1,1,0
"4313","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4314","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4315","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay",1,1,0
"4316","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4317","PresidentTrump skipped the elites dinner to be With the American PeopleDaysAmericaFirstMAGA i",0,0,0
"4318","PresidentTrump delivers keynote speech at NRA conventionnyDNYXHRj",0,0,0
"4319","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4320","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4321","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4322","People All these Dems are up for re election Pick your targets to take them outgive PresidentTrump a Supermajor",0,0,0
"4323","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4324","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4325","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4326","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4327","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4328","Were still winning and youre still whiningPresidentTrump MAGA",1,1,0
"4329","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4330","Were still winning and youre still whiningPresidentTrump MAGA",1,1,0
"4331","Rangers v Celtic Scottish Premiershiplive updates PqXRxkwqb",0,0,0
"4332","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay",1,1,0
"4333","Orange Is The New Black hacker holds Netflix to ransom over new season of igMTHuPsG",0,0,0
"4334","Will we survivemore days Our panels verdict on Trumps firstUGhYRijsy",0,0,0
"4335","When good TV goes bad how Battlestar Galactica became a holy mess miivtBpd",0,2,2
"4336","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4337","PresidentTrump has had a great firstand in other news HillaryClinton is somehow still not in prison",-1,1,2
"4338","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4339","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4340","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4341","SoYoureHired
Whew that was way to close snowflakes
Inauguration PresidentTrump ProgressivesForTrump DemEx",0,0,0
"4342","Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA",-1,0,1
"4343","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4344","HitlerPutinone thoughtone thinks are above there countries laws PresidentTrump thinks above American lawsJgzv",0,0,0
"4345","Du understands prudentpatientPart of Dutertes statement on North KoreaASEANinPHPresidentTrump MAGA",0,0,0
"4346","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4347","Why is PresidentTrump DOOMED He has no integrityWhy doesMike Flynn want toFlip Trumplies consistently MKgAfEA",-1,1,2
"4348","Congratulations America This is literally your PresidentelectPresidentTrump ElectionNight NotMyPresident",1,1,0
"4349","dont know her name but yes PresidentTrump signed more executive ordersu nbcLiberal will staylowest ratingsur remarks",0,0,0
"4350","dtmagToday POTUS RockThePlanetwoo hoo PresidentTrump nSIfhJa",0,0,0
"4351","PresidentTrumpit was a great victory to confirm JudgeGorsuch FirstDays Senate had to GONUCLEAR though gJgfDaja",2,2,0
"4352","O if we had half this civilians balls here in America wed have PresidentTrump tweeting surrender hJBQSFq",-1,0,1
"4353","sorrynotsorry I got a chuckle out of this comment on trump presidenttrump gma ePNiFErH",1,1,0
"4354","WE ARE ALL IN THIS TOGETHERActionson Values rather than personal gain YojNDwjtUSPresidentTrump TaxPlan for himself",1,1,0
"4355","PresidentTrump favorite EXCUSESIt was OBAMA S FAULTIts FAKE NEWS oUeIkssy never accepting responsibility",0,1,1
"4356","Why is PresidentTrump making so much work for himself He could relax by forgetting about the wall demolition of hSPgYUst",1,1,0
"4357","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4358","Yes she is Thank God for PRESIDENTTRUMP",1,1,0
"4359","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4360","PresidentTrump skipped the elites dinner to be With the American PeopleDaysAmericaFirstMAGA i",0,0,0
"4361","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4362","PresidentTrump is doing a great job Very happy I voted for him He is Maga",2,2,0
"4363","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4364","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4365","Heres a tipif liberals are this incensed its HKfLmnHYtt",0,0,0
"4366","PresidentTrump skipped the elites dinner to be With the American PeopleDaysAmericaFirstMAGA i",0,0,0
"4367","The amazingpreparing PresidentTrump s signature comb over PAMTrumpformation XhMVdmaC",0,0,0
"4368","PresidentTrump skipped the elites dinner to be With the American PeopleDaysAmericaFirstMAGA iFliSNG",0,0,0
"4369","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump AmericanPride TrumpEf",1,1,0
"4370","The amazingpreparing PresidentTrump s signature comb over PAMTrumpformation XhMVdmaC",0,0,0
"4371","People are speaking about PresidentTrumps firstdays in office But you should be terrified about your firstdays in Hell tsabs",-1,0,1
"4372","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4373","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4374","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4375","To exercise exclusive Legislation in all Cases whatsoever over such District PresidentTrump",0,0,0
"4376","Rangers v Celtic Scottish Premiershiplive RmgLZXoa",0,0,0
"4377","Turkey blocks Wikipedia under law designed to protect national security xCZhsAB",1,1,0
"4378","Do bigots just lack imaginationOliver Burkeman iZSUAFB",-1,0,1
"4379","Rise of the sex robotsvideo XqstcVvm",0,0,0
"4380","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4381","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4382","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4383","USA is now under new management PresidentTrumpteam MAGA sXsdtaSRg",0,0,0
"4384","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"4385","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"4386","Any Veteransin range of Pennsylvania PresidentTrump needs support at the TrumpRally to help w Antifa thugsSee OPdetails",1,1,0
"4387","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4388","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4389","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump MmBvscyDqd",1,1,0
"4390","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4391","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4392","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4393","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4394","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay",1,1,0
"4395","This never gets old trumpdays HesYourPresident PresidentTrumptIhTjr",0,0,0
"4396","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli",0,0,0
"4397","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4398","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4399","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4400","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4401","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4402","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4403","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4404","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4405","FirstDays of PresidentTrump I Thought It Would Be Easy
BenedictDonald BenedictArnold Donald Trump",1,1,0
"4406","FirstDays of PresidentTrump I Thought It Would Be Easy
BenedictDonald BenedictArnold Donald Trump tieOfIkYZ",1,1,0
"4407","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4408","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4409","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4410","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar",1,1,0
"4411","tabbed WC Award recipient for groundbreaking accomplishments in FakeNews advancementPresidentTrump MAGA",3,3,0
"4412","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"4413","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4414","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t",-1,0,1
"4415","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4416","Rangers v Celtic Scottish Premiershiplive gUOGZRLHX",0,0,0
"4417","Demolish that lie James Forman Jr takes on Black Lives Matter backlash JanuybEdY",-2,0,2
"4418","Hard times for Whole Foods People say its for pretentious people I can PYHLESOr",-2,0,2
"4419","NY Times hired a hippie puncher to give climate obstructionists cover mNLuwVzrs",0,0,0
"4420","Le Pen Putin Trump a disturbing axis or just a mutual admiration society tPIHaIp",1,2,1
"4421","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"4422","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"4423","ANOTHER PERFECTLY EXECUTED EXEC ORDER INful FAVOR OFWeThePeople CONTINUE PUTTING vCeCpx",2,2,0
"4424","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
"4425","Its so obvious thehates PresidentTrump Not one positive thing said about him this morningSo biased in their so called news",-1,1,2
"4426","PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome",3,3,0
"4427","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"4428","Lays Out PresidentTrumps Triumphs Failures During FirstDays
MAGA AmericaFirst
hxo",-1,0,1
